run_id,candidate_id,fold,epoch,train_loss,macro_f1,weighted_f1,top1_accuracy,top5_accuracy,validation_loss
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,16,0.6636948702902329,0.4471117308710722,0.691483196210343,0.6565456209948123,0.9484284406469332,1.1583411292387888
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,17,0.612111496561911,0.4501416640026217,0.7119788300983405,0.6859932865425694,0.950717119316448,1.1127103968308525
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,18,0.5527503911314942,0.4569832306030809,0.7214042746546102,0.697589258468111,0.9539212694537686,1.0991195818552604
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,19,0.5107067638781012,0.4595759250685238,0.7203591124507972,0.6959108941104669,0.9569728410131216,1.089558533177926
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f3-s2753-4755f42b965d,task1_cnn_mild_aug_balanced_weighted_v1,3,20,0.4977551214215232,0.4589095073447598,0.7213082195742964,0.6968263655782728,0.9571254195910894,1.0894282362782035
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,1,4.811181852294178,0.0105366709848651,0.027594472003093,0.0576483147780997,0.199786487723044,4.296359502352201
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,2,4.4183478797354345,0.0253239543118004,0.0698431122363834,0.0939454018606069,0.3518377306695135,3.4768124727102427
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,3,3.88108682748748,0.0824099192882958,0.2049257643306178,0.2154948909562299,0.6772914442580449,2.715572609351232
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,4,3.395926786050564,0.1553443550514091,0.3404022001791318,0.3031874332774134,0.686594479182553,2.6150285120193777
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,5,2.9249478712314514,0.1752147698407766,0.2718958191184533,0.2882415738904987,0.7597986884245844,2.3351374704104204
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,6,2.5509285263898898,0.2475498250271078,0.4470395220737628,0.4197041329876468,0.8262925118194296,2.001155438331457
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,7,2.131920000401939,0.2582032359423079,0.4836813245328984,0.4267195363733415,0.8328503888973616,1.9531303151295736
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,8,1.8510164638844933,0.3472073168680139,0.5577507907118624,0.5180722891566265,0.8926338264450205,1.6057438116807203
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,9,1.6410291558358727,0.3362559878783411,0.5493536169605919,0.5061766051547965,0.8747903004422755,1.663784724015456
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,10,1.4318589819640648,0.3710811869330914,0.6191255280929161,0.5888363580905902,0.9226780539881044,1.3645424945996358
