label,count,share,is_blank,column
10650,1,2.589868434683518e-05,False,id
10652,1,2.589868434683518e-05,False,id
10654,1,2.589868434683518e-05,False,id
10655,1,2.589868434683518e-05,False,id
10656,1,2.589868434683518e-05,False,id
10658,1,2.589868434683518e-05,False,id
10660,1,2.589868434683518e-05,False,id
10661,1,2.589868434683518e-05,False,id
10662,1,2.589868434683518e-05,False,id
10664,1,2.589868434683518e-05,False,id
10665,1,2.589868434683518e-05,False,id
10669,1,2.589868434683518e-05,False,id
10670,1,2.589868434683518e-05,False,id
10671,1,2.589868434683518e-05,False,id
10672,1,2.589868434683518e-05,False,id
10673,1,2.589868434683518e-05,False,id
10674,1,2.589868434683518e-05,False,id
10675,1,2.589868434683518e-05,False,id
10676,1,2.589868434683518e-05,False,id
10677,1,2.589868434683518e-05,False,id
10678,1,2.589868434683518e-05,False,id
10680,1,2.589868434683518e-05,False,id
10681,1,2.589868434683518e-05,False,id
10682,1,2.589868434683518e-05,False,id
10683,1,2.589868434683518e-05,False,id
10684,1,2.589868434683518e-05,False,id
10685,1,2.589868434683518e-05,False,id
10689,1,2.589868434683518e-05,False,id
10690,1,2.589868434683518e-05,False,id
10691,1,2.589868434683518e-05,False,id
10692,1,2.589868434683518e-05,False,id
10693,1,2.589868434683518e-05,False,id
10694,1,2.589868434683518e-05,False,id
10698,1,2.589868434683518e-05,False,id
10699,1,2.589868434683518e-05,False,id
10700,1,2.589868434683518e-05,False,id
10701,1,2.589868434683518e-05,False,id
10702,1,2.589868434683518e-05,False,id
10704,1,2.589868434683518e-05,False,id
10705,1,2.589868434683518e-05,False,id
10706,1,2.589868434683518e-05,False,id
10707,1,2.589868434683518e-05,False,id
10708,1,2.589868434683518e-05,False,id
10709,1,2.589868434683518e-05,False,id
10710,1,2.589868434683518e-05,False,id
10711,1,2.589868434683518e-05,False,id
10712,1,2.589868434683518e-05,False,id
10713,1,2.589868434683518e-05,False,id
10714,1,2.589868434683518e-05,False,id
10715,1,2.589868434683518e-05,False,id
10716,1,2.589868434683518e-05,False,id
10717,1,2.589868434683518e-05,False,id
10718,1,2.589868434683518e-05,False,id
10719,1,2.589868434683518e-05,False,id
10720,1,2.589868434683518e-05,False,id
10721,1,2.589868434683518e-05,False,id
10722,1,2.589868434683518e-05,False,id
10723,1,2.589868434683518e-05,False,id
10724,1,2.589868434683518e-05,False,id
10725,1,2.589868434683518e-05,False,id
10726,1,2.589868434683518e-05,False,id
10727,1,2.589868434683518e-05,False,id
10728,1,2.589868434683518e-05,False,id
10729,1,2.589868434683518e-05,False,id
10730,1,2.589868434683518e-05,False,id
10731,1,2.589868434683518e-05,False,id
10732,1,2.589868434683518e-05,False,id
10733,1,2.589868434683518e-05,False,id
10734,1,2.589868434683518e-05,False,id
10735,1,2.589868434683518e-05,False,id
10736,1,2.589868434683518e-05,False,id
10737,1,2.589868434683518e-05,False,id
10738,1,2.589868434683518e-05,False,id
10739,1,2.589868434683518e-05,False,id
10740,1,2.589868434683518e-05,False,id
10741,1,2.589868434683518e-05,False,id
10742,1,2.589868434683518e-05,False,id
10743,1,2.589868434683518e-05,False,id
10744,1,2.589868434683518e-05,False,id
10746,1,2.589868434683518e-05,False,id
10747,1,2.589868434683518e-05,False,id
10748,1,2.589868434683518e-05,False,id
10749,1,2.589868434683518e-05,False,id
10750,1,2.589868434683518e-05,False,id
10751,1,2.589868434683518e-05,False,id
10752,1,2.589868434683518e-05,False,id
10753,1,2.589868434683518e-05,False,id
10754,1,2.589868434683518e-05,False,id
