run_id,target,experiment_id,model_variant,status,role,validation_fold,registry_source,complete_metric_versions
t3_gender_e9_semantic_filter_gender_smallcnngem3_f3_s2753_1840d4857b63_20260902T015036Z5edcc7,gender,t3_gender_semantic_filter_gem_p3,t3_gender_semantic_filter_gem_p3,complete,Development candidate,3,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_e9_semantic_filter_gender_smallcnngem3_f4_s2753_1840d4857b63_20260902T015921Z58173c,gender,t3_gender_semantic_filter_gem_p3,t3_gender_semantic_filter_gem_p3,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_e7_tinyhrnet20_gender_tinyhrnet20_f0_s2753_0a66578f8433_20260831T140631Z12ad21,gender,t3_gender_tinyhrnet20,t3_gender_tinyhrnet20,complete,Development candidate,0,results/runs.csv,1
t3_gender_e7_tinyhrnet20_gender_tinyhrnet20_f1_s2753_0a66578f8433_20260831T141543Z4f40ec,gender,t3_gender_tinyhrnet20,t3_gender_tinyhrnet20,complete,Development candidate,1,results/runs.csv,1
t3_gender_e7_tinyhrnet20_gender_tinyhrnet20_f2_s2753_0a66578f8433_20260831T142456Z391826,gender,t3_gender_tinyhrnet20,t3_gender_tinyhrnet20,complete,Development candidate,2,results/runs.csv,1
t3_gender_e7_tinyhrnet20_gender_tinyhrnet20_f3_s2753_0a66578f8433_20260831T143409Z11532f,gender,t3_gender_tinyhrnet20,t3_gender_tinyhrnet20,complete,Development candidate,3,results/runs.csv,1
t3_gender_e7_tinyhrnet20_gender_tinyhrnet20_f4_s2753_0a66578f8433_20260831T144320Zbbb2cb,gender,t3_gender_tinyhrnet20,t3_gender_tinyhrnet20,complete,Development candidate,4,results/runs.csv,1
t3_gender_e4_tinyresnet18_pm_gender_tinyresnet18pm_f0_s2753_561cdaebd672_20260831T024815Z283844,gender,t3_gender_tinyresnet18_pm,t3_gender_tinyresnet18_pm,complete,Development candidate,0,results/runs.csv,1
t3_gender_e4_tinyresnet18_pm_gender_tinyresnet18pm_f1_s2753_561cdaebd672_20260831T025651Z0a7819,gender,t3_gender_tinyresnet18_pm,t3_gender_tinyresnet18_pm,complete,Development candidate,1,results/runs.csv,1
t3_gender_e4_tinyresnet18_pm_gender_tinyresnet18pm_f2_s2753_561cdaebd672_20260831T030526Z4d4fab,gender,t3_gender_tinyresnet18_pm,t3_gender_tinyresnet18_pm,complete,Development candidate,2,results/runs.csv,1
t3_gender_e4_tinyresnet18_pm_gender_tinyresnet18pm_f3_s2753_561cdaebd672_20260831T031408Zb77db2,gender,t3_gender_tinyresnet18_pm,t3_gender_tinyresnet18_pm,complete,Development candidate,3,results/runs.csv,1
t3_gender_e4_tinyresnet18_pm_gender_tinyresnet18pm_f4_s2753_561cdaebd672_20260831T032249Z808172,gender,t3_gender_tinyresnet18_pm,t3_gender_tinyresnet18_pm,complete,Development candidate,4,results/runs.csv,1
t3_gender_translation_mild_darkening_gender_smallcnngem3_f0_s2753_a4cc8d75f3fb_20260905T051933Z2d5d0f,gender,t3_gender_translation_mild_darkening,t3_gender_translation_mild_darkening,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_translation_mild_darkening_gender_smallcnngem3_f4_s2753_a4cc8d75f3fb_20260905T052851Z77fea4,gender,t3_gender_translation_mild_darkening,t3_gender_translation_mild_darkening,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g1_foreground_mask_gender_smallcnngem3_f0_s2753_473d124afa95_20260904T131930Z29e258,gender,t3_gender_v2_g1_foreground_mask,t3_gender_v2_g1_foreground_mask,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g1_foreground_mask_gender_smallcnngem3_f4_s2753_473d124afa95_20260904T133343Zf2d8ba,gender,t3_gender_v2_g1_foreground_mask,t3_gender_v2_g1_foreground_mask,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g2_translation_gender_smallcnngem3_f0_s2753_cb072542dbdc_20260904T135102Z6698e6,gender,t3_gender_v2_g2_translation,t3_gender_v2_g2_translation,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g2_translation_gender_smallcnngem3_f1_s2753_cb072542dbdc_20260904T153837Z5db37d,gender,t3_gender_v2_g2_translation,t3_gender_v2_g2_translation,complete,Development candidate,1,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g2_translation_gender_smallcnngem3_f2_s2753_cb072542dbdc_20260904T154745Z7d81aa,gender,t3_gender_v2_g2_translation,t3_gender_v2_g2_translation,complete,Development candidate,2,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g2_translation_gender_smallcnngem3_f3_s2753_cb072542dbdc_20260904T155700Zb0abef,gender,t3_gender_v2_g2_translation,t3_gender_v2_g2_translation,complete,Development candidate,3,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g2_translation_gender_smallcnngem3_f4_s2753_cb072542dbdc_20260904T140011Z2211b1,gender,t3_gender_v2_g2_translation,t3_gender_v2_g2_translation,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g3_component_weight_gender_smallcnngem3_f0_s2753_37353d6ecf93_20260904T141021Z8ec76b,gender,t3_gender_v2_g3_component_weight,t3_gender_v2_g3_component_weight,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_v2_g3_component_weight_gender_smallcnngem3_f4_s2753_37353d6ecf93_20260904T141902Z130df3,gender,t3_gender_v2_g3_component_weight,t3_gender_v2_g3_component_weight,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_weight_decay_001_gender_smallcnngem3_f0_s2753_7f11ebe1ad87_20260905T060619Z34fc37,gender,t3_gender_weight_decay_001,t3_gender_weight_decay_001,complete,Development candidate,0,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_gender_weight_decay_001_gender_smallcnngem3_f4_s2753_7f11ebe1ad87_20260905T061526Zcc7738,gender,t3_gender_weight_decay_001,t3_gender_weight_decay_001,complete,Development candidate,4,results/evidence/task3/usage_e8_refit_20260907/source_runs.csv,1
t3_baseline_gender_smallcnn_f0_s2753_e46cd00adf0a_20260829T141557Zd4106f,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,complete,Development candidate,0,results/runs.csv,1
t3_baseline_gender_smallcnn_f0_s2753_e46cd00adf0a_20260829T150533Zbf5fb1,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,running,Incomplete attempt; no candidate score,0,results/runs.csv,0
t3_baseline_gender_smallcnn_f0_s2753_e46cd00adf0a_20260830T082833Zf8c1e0,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,complete,Development candidate,0,results/runs.csv,1
t3_baseline_gender_smallcnn_f1_s2753_e46cd00adf0a_20260829T143238Z706096,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,running,Incomplete attempt; no candidate score,1,results/runs.csv,0
t3_baseline_gender_smallcnn_f1_s2753_e46cd00adf0a_20260830T083708Z143950,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,complete,Development candidate,1,results/runs.csv,1
t3_baseline_gender_smallcnn_f2_s2753_e46cd00adf0a_20260830T084548Z5acbf0,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,complete,Development candidate,2,results/runs.csv,1
t3_baseline_gender_smallcnn_f3_s2753_e46cd00adf0a_20260830T085427Z5d34f9,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,complete,Development candidate,3,results/runs.csv,1
t3_baseline_gender_smallcnn_f4_s2753_e46cd00adf0a_20260830T090303Z41a843,gender,t3_primary_baseline_smallcnn,t3_primary_baseline_smallcnn,complete,Development candidate,4,results/runs.csv,1
t3_eda_usage_border_hog_f0_s2753_572a0b5e9c_20260902T093237Z45e6c6,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_border_hog_f0_s2753_89707559ee_20260902T114830Z9ba895,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_border_hog_f0_s2753_a0e38f5676_20260902T110948Z3efcff,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_border_hog_f0_s2753_f51a011c9a_20260902T102857Z5ec4cf,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_border_hog_f1_s2753_06e97dabab_20260902T093254Zd5abc5,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_border_hog_f1_s2753_1261feb3ae_20260902T114848Z23f4b9,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_border_hog_f1_s2753_237b7b7124_20260902T111006Zd3bae8,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_border_hog_f1_s2753_f61d26dbf3_20260902T102913Z4931c7,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_border_hog_f2_s2753_5e6c22983f_20260902T111026Z9669aa,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_border_hog_f2_s2753_732c18bbe5_20260902T102933Z13bd6c,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_border_hog_f2_s2753_c35c998363_20260902T114907Z8f16d3,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_border_hog_f2_s2753_f0546da434_20260902T093313Zefe84a,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_border_hog_f3_s2753_0dca631186_20260902T114924Z19fb87,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_border_hog_f3_s2753_42da2e5bd7_20260902T102950Z52465b,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_border_hog_f3_s2753_8f4835c045_20260902T111044Zb0072b,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_border_hog_f3_s2753_cd765775e3_20260902T093330Zfb3b49,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_border_hog_f4_s2753_42774650fd_20260902T093345Z08a4f8,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_border_hog_f4_s2753_858e24cb83_20260902T114940Z37b678,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_border_hog_f4_s2753_aa51c19aef_20260902T111101Zada1aa,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_border_hog_f4_s2753_cd07dba356_20260902T103006Z5a2b34,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_border_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_colour_summary_f0_s2753_270e142a7a_20260902T103510Zc89bf8,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_colour_summary_f0_s2753_404588af22_20260902T115506Zb07014,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_colour_summary_f0_s2753_6610834a8b_20260902T111652Z8587a3,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_colour_summary_f0_s2753_98ad8ac01c_20260902T093908Zddd277,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_colour_summary_f1_s2753_2c96412402_20260902T115506Z0dab3b,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_colour_summary_f1_s2753_4ab3387950_20260902T093908Ze0e0ba,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_colour_summary_f1_s2753_5a1f271651_20260902T111652Ze1f277,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_colour_summary_f1_s2753_b09becfba0_20260902T103510Z0c514c,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_colour_summary_f2_s2753_805488205a_20260902T103510Z30e29b,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_colour_summary_f2_s2753_e23aff7a38_20260902T115506Z3113ce,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_colour_summary_f2_s2753_fbf181fe5c_20260902T093909Z665cf0,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_colour_summary_f2_s2753_fd7927c8b2_20260902T111652Zfbec23,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_colour_summary_f3_s2753_1ae947ea8b_20260902T115506Z6c3042,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_colour_summary_f3_s2753_488c362e34_20260902T103511Z326534,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_colour_summary_f3_s2753_79831c7681_20260902T111653Z7f8e97,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_colour_summary_f3_s2753_c5bca71e54_20260902T093909Z589fb4,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_colour_summary_f4_s2753_53ea1b368f_20260902T115507Za45a36,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_colour_summary_f4_s2753_6f4ab9c451_20260902T103511Za588a2,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_colour_summary_f4_s2753_afde6bd4a4_20260902T111653Zdc2ef9,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_colour_summary_f4_s2753_b17c78c514_20260902T093909Z0366b1,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_colour_summary,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_foreground_hog_f0_s2753_9d28d83f1e_20260902T093003Zc6b78e,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_foreground_hog_f1_s2753_dd12e54cc0_20260902T093029Z074d1d,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_foreground_hog_f2_s2753_c72df8253e_20260902T093056Zd0a1b3,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_foreground_hog_f3_s2753_532b2c87cb_20260902T093125Zf0d279,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_foreground_hog_f4_s2753_ebc60bd9e7_20260902T093157Z7980a6,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f0_s2753_010454de07_20260902T110723Z3030a2,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f0_s2753_6a54c8ad87_20260902T114604Z1c0b22,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f0_s2753_e7aad8f91f_20260902T102634Z265673,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,0,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f1_s2753_0abaae80da_20260902T110750Z34732e,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f1_s2753_60416dd214_20260902T114632Z849788,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f1_s2753_918c3f2cb2_20260902T102702Z47aa42,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,1,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f2_s2753_d843e90369_20260902T114658Zbbd4e2,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f2_s2753_e585450284_20260902T110818Zbcb6cf,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f2_s2753_fccdc7f930_20260902T102727Zb152ca,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,2,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f3_s2753_1c20303785_20260902T102753Z5bb8a4,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f3_s2753_2c4a03f2cf_20260902T114725Zcb973c,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f3_s2753_51cf9abd01_20260902T110847Zd20079,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,3,results/runs.csv,1
t3_eda_usage_foreground_letterbox_hog_f4_s2753_01c343121a_20260902T110914Z70bf48,usage,t3_clean_slate_eda_view_probe,eda_linear_probe_foreground_letterbox_hog,complete,EDA probe; sampled population,4,results/runs.csv,1
